rule (FW)	7
臨床實驗 (Nb)	7
橫行 (VA)	7
村民 (Na)	7
懲 (VC)	7
2005-02-15 (Neu)	7
軍國主義 (Na)	7
200億 (Neu)	7
眷屬 (Na)	7
歸納 (VC)	7
稱號 (Na)	7
guerilla (FW)	7
家長會 (Na)	7
expect (FW)	7
法統 (Na)	7
約翰 (Nb_PERSON)	7
可悲 (VH)	7
帥 (VH)	7
144 (Neu)	7
權宜 (VC)	7
上昇 (VA)	7
人民團體 (Nb)	7
8月27日 (Nd_DATE)	7
贈給 (VD)	7
勇往直前 (VA)	7
布農族 (Nb)	7
可疑 (VH)	7
先期 (Nd_DATE)	7
橘色 (Na)	7
好在 (D)	7
更多 (Nc_LOCATION)	7
fair (FW)	7
side (FW)	7
頻頻 (VH)	7
電池 (Na)	7
無心之過 (Nb)	7
暗殺 (VC)	7
刺客 (Na)	7
11月6日 (Nd_DATE)	7
無給職 (Na)	7
拿不到 (VJ)	7
語氣 (Na)	7
旨 (Na)	7
前因 (Nb)	7
chance (FW)	7
足額 (VH)	7
特別法 (Na)	7
正路 (Na)	7
水路 (Na)	7
牢記 (VK)	7
員 (Nf)	7
生病 (VH)	7
中心思想 (Nb)	7
承 (VC)	7
純粹 (A)	7
自強 (VH)	7
賀陳旦 (Nb_PERSON)	7
往事 (Na)	7
邱毅今 (Nb_PERSON)	7
消費 (VA)	7
6月16日 (Nd_DATE)	7
士兵 (Na)	7
輕言 (VE)	7
警總 (Nb_ORGANIZATION)	7
achieve (FW)	7
壞事 (Na)	7
扯後腿 (VB)	7
2004-03-04 (Neu)	7
除以 (VG)	7
莽撞 (VH)	7
爬升 (VA)	7
李桐豪 (Nb_PERSON)	7
臺南市 (Nc_LOCATION)	7
夏天 (Nd_DATE)	7
刮 (VC)	7
買得起 (VJ)	7
住屋 (Na)	7
郵票 (Na)	7
黃宗樂 (Nb_PERSON)	7
reform (FW)	7
萌芽 (VH)	7
一兆 (Neu)	7
印 (Nc)	7
高度 (VH)	7
governance (FW)	7
1月24日 (Nd_DATE)	7
餘地 (Na)	7
閃亮 (VH)	7
第三十五 (Neu)	7
趙士強 (Nb_PERSON)	7
軍法 (Na)	7
憑著 (VJ)	7
喪禮 (Na)	7
獨自 (D)	7
施政報告 (Nb)	7
無望 (VH)	7
2011-11-22 (Neu)	7
詩 (Na)	7
里民 (Na)	7
衝勁 (Na)	7
integration (FW)	7
2011年1月 (Nd_DATE)	7
4月22日 (Nd_DATE)	7
承攬 (VC)	7
張政雄 (Nb_PERSON)	7
3.7 (Neu)	7
forces (FW)	7
主謀 (Na)	7
崇敬 (VJ)	7
其一 (Cbb)	7
使 (VC)	7
曼谷 (Nc_LOCATION)	7
< (SYMBOLCATEGORY)	7
看好 (VC)	7
private (FW)	7
410 (Neu)	7
豎起 (VC)	7
2.64億 (Neu)	7
天使 (Na)	7
特意 (D)	7
2011-11-12 (Neu)	7
隨同 (P)	7
牙齒 (Na)	7
費鴻泰 (Nb_PERSON)	7
中午12點 (Nd_TIME)	7
411 (Neu)	7
3.65 (Neu)	7
有毒 (VH)	7
反過來 (VB)	7
公子 (Na)	7
2月28日 (Nd_DATE)	7
贊 (VC)	7
出爾反爾 (VH)	7
開學 (VH)	7
2008-01-12 (Neu)	7
01-03 (Neu)	7
主見 (Na)	7
鍾紹 (Nb_PERSON)	7
各大 (Nc_LOCATION)	7
智慧型 (Na)	7
清大 (Nb_ORGANIZATION)	7
911 (Neu)	7
04-06 (Neu)	7
濕 (VH)	7
中性 (VH)	7
歐 (Nb_PERSON)	7
報數 (VA)	7
陳菊表示 (Nb_PERSON)	7
10-12 (Neu)	7
結算 (VC)	7
匯聚 (VAC)	7
無窮 (VH)	7
發展潛力 (Nb)	7
CPI (FW)	7
言詞辯論 (Nb)	7
本色 (Na)	7
吹毛求疵 (VA)	7
司法官 (Na)	7
6千 (Neu)	7
釣魚 (VA)	7
鑽石 (Na)	7
支用 (VC)	7
伸港 (Nc_LOCATION)	7
埃及 (Nc_LOCATION)	7
顧忌 (VJ)	7
刻 (VC)	7
看看 (VE)	7
發掘 (VC)	7
耐勞 (VH)	7
調職 (VB)	7
受辱 (VH)	7
軍費 (Na)	7
不盡 (VH)	7
社會科學 (Nb)	7
南庄 (Nc_LOCATION)	7
軍機 (Na)	7
潘儀瑄 (Nb_PERSON)	7
三月八日 (Nd_DATE)	7
陳菊及 (Nb_PERSON)	7
通用 (VJ)	7
5.03 (Neu)	7
排下 (Nb)	7
陳菊也 (Nb_PERSON)	7
手印 (Na)	7
安倍 (Nb_PERSON)	7
戴 (Nb)	7
2004-02-21 (Neu)	7
優劣 (Na)	7
高價 (Na)	7
海軍 (Nc)	7
女星 (Na)	7
斷送 (VJ)	7
堅固 (VH)	7
廉價 (Na)	7
警覺性 (Na)	7
以東 (Ncd)	7
2011-12-28 (Neu)	7
顧慮到 (VK)	7
周弘憲 (Nb_PERSON)	7
報價 (Na)	7
和平共存 (Nb)	7
蘇澳 (Nc_LOCATION)	7
滑冰 (VA)	7
hard (FW)	7
首當其衝 (VH)	7
新店市 (Nc_LOCATION)	7
藥商 (Na)	7
忠義 (Na)	7
衝擊 (VC)	7
寒 (VH)	7
2004-03-12 (Neu)	7
調適 (VC)	7
溪尾 (Nb)	7
純正 (VH)	7
撒 (VC)	7
2009年9月20日 (Nd_DATE)	7
2011-11-19 (Neu)	7
送醫 (VB)	7
吳榮義 (Nb_PERSON)	7
2011-11-17 (Neu)	7
汙名 (Nb)	7
豈能 (D)	7
二百 (Neu)	7
補償 (VD)	7
move (FW)	7
慷慨 (VH)	7
4.4 (Neu)	7
舌頭 (Na)	7
顏副 (Nb_PERSON)	7
公事 (Na)	7
10.5 (Neu)	7
注意力 (Na)	7
成千上萬 (Neqa)	7
314 (Neu)	7
Thank (FW)	7
懺悔 (VH)	7
通行 (VA)	7
4兆 (Neu)	7
難逃 (VJ)	7
寶山 (Nc_LOCATION)	7
橫山 (Nc_LOCATION)	7
常理 (Na)	7
火速 (D)	7
芎林 (Nc_LOCATION)	7
王展星 (Nb_PERSON)	7
新豐 (Nc_LOCATION)	7
勵馨 (Nb_PERSON)	7
囑託 (VF)	7
膠布 (Na)	7
報表 (Na)	7
下午三時 (Nd_TIME)	7
礁溪 (Nc_LOCATION)	7
賣到 (VCL)	7
大戰 (Na)	7
2011-06-16 (Neu)	7
葉賽鶯 (Nb_PERSON)	7
故障 (VH)	7
新屋 (Nc_LOCATION)	7
做完 (VC)	7
正統 (A)	7
七萬 (Neu)	7
怎能 (D)	7
持久 (VH)	7
渡陳倉 (Nb_PERSON)	7
遊學 (VCL)	7
政敵 (Na)	7
踏入 (VCL)	7
2.0 (Neu)	7
不得已 (VH)	7
單 (Da)	7
瑪夏 (Nb_PERSON)	7
選舉票 (Nb)	7
ever (FW)	7
二月十五日 (Nd_DATE)	7
表達出 (VE)	7
文治 (Na)	7
神秘 (VH)	7
晚餐 (Na)	7
煞車 (Na)	7
財權 (Na)	7
消長 (VH)	7
出手 (VA)	7
7月13日 (Nd_DATE)	7
詳實 (VH)	7
致送 (VD)	7
文化大學 (Nb)	7
Hong (FW)	7
ten (FW)	7
疑竇 (Na)	7
毅 (Nb)	7
小妹妹 (Na)	7
如一 (VH)	7
當令 (A)	7
狹 (VH)	7
下臺 (VH)	7
雪 (Na)	7
盜用 (VC)	7
管理費 (Na)	7
ties (FW)	7
particular (FW)	7
恢弘 (Nb)	7
構思 (Na)	7
雲端 (Nc)	7
2007-12-28 (Neu)	7
still (FW)	7
有力出力 (Nb)	7
意外 (VK)	7
govern (FW)	7
remain (FW)	7
基督教 (Nb)	7
2012-01-11 (Neu)	7
敢為 (VH)	7
9.3 (Neu)	7
小題大作 (VH)	7
屋頂 (Nc)	7
無畏 (VJ)	7
justice (FW)	7
斗笠 (Na)	7
侯勝茂 (Nb_PERSON)	7
溫飽 (Na)	7
16.2億 (Neu)	7
做夢 (VA)	7
bringing (FW)	7
檯面 (Nc)	7
陳 (VC)	7
上場 (VA)	7
極佳 (Nb)	7
下場 (Na)	7
hopes (FW)	7
沸沸 (VH)	7
周雅淑 (Nc_LOCATION)	7
干政 (VA)	7
willing (FW)	7
questions (FW)	7
有錢出錢 (Nb)	7
漂白 (VB)	7
京都 (Nc_LOCATION)	7
cc (FW)	7
chapters (FW)	7
爾後 (D)	7
鄭村棋 (Nb_PERSON)	7
一九九九年 (Nd_DATE)	7
攻讀 (VC)	7
426 (Neu)	7
高山 (Na)	7
2012-01-06 (Neu)	7
主宰 (VC)	7
誠 (Na)	7
坳 (Na)	7
歷歷在目 (VH)	7
例外 (Na)	7
京 (Nc)	7
building (FW)	7
謊報 (VE)	7
2001 (Neu)	7
羅志明 (Nb_PERSON)	7
東海大學 (Nb_ORGANIZATION)	7
有 (VJ)	7
第七十九 (Neu)	7
忙碌 (VH)	7
interest (FW)	7
關機 (VA)	7
邱垂貞 (Nb_PERSON)	7
異 (Na)	7
並行 (VA)	7
功效 (Na)	7
哥倫比亞 (Nc_LOCATION)	7
切莫 (D)	7
工商 (A)	7
鬥志 (Na)	7
essential (FW)	7
6.5 (Neu)	7
including (FW)	7
顧全 (VC)	7
張慶惠 (Nb_PERSON)	7
2004-03-02 (Neu)	7
販運 (VC)	7
小看 (VJ)	7
風涼話 (Na)	7
林業 (Na)	7
一九九四年 (Nd_DATE)	7
better (FW)	7
馬英九2008 (Nb_PERSON)	7
暗示 (VE)	7
小吃 (Na)	7
忍讓 (VJ)	7
2007-12-22 (Neu)	7
復興 (Nb)	7
易 (Nb)	7
下午二時 (Nd_TIME)	7
升斗小民 (Na)	7
離去 (VA)	7
藏匿 (VC)	7
箭頭 (Na)	7
公私 (Na)	7
張貼 (VC)	7
預訂 (VC)	7
3月12日 (Nd_DATE)	7
上智 (Na)	7
處 (Nf)	7
頂 (VC)	7
經手 (VC)	7
第三十六 (Neu)	7
全心全意 (D)	7
光明 (VH)	7
5月8日 (Nd_DATE)	7
有如 (VG)	7
problem (FW)	7
等等 (D)	7
計時 (VA)	7
面向 (VJ)	7
wretch (FW)	7
2011-12-08 (Neu)	7
悔 (VH)	7
合成 (VG)	7
牽制 (VC)	7
默 (VH)	7
大災難 (Nb)	7
呼喚 (Na)	7
阮銘 (Nb_PERSON)	7
譁然 (VH)	7
色情 (Na)	7
悲痛 (VH)	7
經人民 (Nb_PERSON)	7
對面 (Ncd)	7
孫不二 (Nb_PERSON)	7
獲致 (VC)	7
加派 (VF)	7
南河 (Nc_LOCATION)	7
用功 (VH)	7
42億 (Neu)	7
批發價 (Na)	7
道聽途說 (VA)	7
call (FW)	7
靈 (Na)	7
6月30日 (Nd_DATE)	7
砍 (VC)	7
成命 (Na)	7
seen (FW)	7
敗類 (Na)	7
劃一 (VHC)	7
demand (FW)	7
成行 (VA)	7
rising (FW)	7
打烊 (VA)	7
火線 (Na)	7
坦蕩蕩 (VH)	7
保險櫃 (Na)	7
通則 (Na)	7
徒具 (VJ)	7
以降 (Ng)	7
第四十九 (Neu)	7
發自 (VJ)	7
和盤托出 (VJ)	7
草創 (VC)	7
巴拉圭 (Nc_LOCATION)	7
慰留 (VB)	7
passed (FW)	7
3,000 (Neu)	7
厭煩 (VK)	7
path (FW)	7
臺中市 (Nc_LOCATION)	7
新法 (Na)	7
膜拜 (VC)	7
require (FW)	7
洩露 (VC)	7
第七十七 (Neu)	7
07-18 (Neu)	7
屏 (Na)	7
西北 (Ncd)	7
What (FW)	7
國際公法 (Nb)	7
肅清 (VC)	7
China&rdquo (FW)	7
面臨到 (VJ)	7
啟示 (Na)	7
診所 (Nc)	7
始作俑者 (Na)	7
中期 (Nd_DATE)	7
排他性 (Na)	7
承蒙 (P)	7
邁出 (VC)	7
critical (FW)	7
添 (VC)	7
恭 (VH)	7
2011-11-25 (Neu)	7
侵襲 (VC)	7
2011-12-17 (Neu)	7
屬下 (Na)	7
請客 (VA)	7
重刑 (Na)	7
大安溪 (Nc_LOCATION)	7
庫通 (Nc_LOCATION)	7
混合 (VC)	7
2011-12-06 (Neu)	7
不配 (D)	7
祕密 (Na)	7
百貨公司 (Nc)	7
長方 (A)	7
Affairs (FW)	7
穩住 (VC)	7
車體 (Na)	7
章程 (Na)	7
2012-01-02 (Neu)	7
過戶 (VD)	7
信任案 (Nb)	7
謹記 (VJ)	7
團 (Nf)	7
室內 (Nb)	7
difference (FW)	7
遇難 (VH)	7
全額 (D)	7
孤兒 (Na)	7
怨 (VK)	7
重慶 (Nc_LOCATION)	7
航海 (VA)	7
休 (VH)	7
1996-08-14 (Neu)	7
黑鍋 (Na)	7
便民 (VH)	7
Su (FW)	7
第七十四 (Neu)	7
先鋒 (Na)	7
船員 (Na)	7
陳慧玲 (Nb_PERSON)	7
弱者 (Na)	7
908 (Neu)	7
聞 (Nb)	7
希 (VK)	7
technology (FW)	7
汽油 (Na)	7
壓寶 (Nb)	7
2400億 (Neu)	7
五二0 (Neu)	7
公訴 (Nb)	7
抬頭 (VA)	7
比利時 (Nc_LOCATION)	7
盲人 (Na)	7
下手 (VA)	7
費力 (VH)	7
雙腳 (Na)	7
構築 (VC)	7
大打折扣 (VB)	7
道義 (Na)	7
industry (FW)	7
抄本 (Nb)	7
校舍 (Nc)	7
油桐 (Nb)	7
鈴聲 (Na)	7
爾 (Nb)	7
廣東 (Nc_LOCATION)	7
部屬 (Na)	7
吳銘賜 (Nb_PERSON)	7
污點 (Na)	7
光 (VH)	7
醜 (VH)	7
拘泥 (VJ)	7
珍視 (VJ)	7
education (FW)	7
緣故 (Na)	7
維生 (VA)	7
e-mail (FW)	7
心愛 (A)	7
代議政治 (Nb)	7
撇清 (VC)	7
迎 (VA)	7
李萬居 (Nb_PERSON)	7
力氣 (Na)	7
連馬 (Nb_PERSON)	7
曲折 (VH)	7
梨 (Na)	7
光臨 (VCL)	7
林志豪 (Nb_PERSON)	7
熟 (VC)	7
救難 (VA)	7
在江 (Nc_LOCATION)	7
卅 (Neu)	7
1980年 (Nd_DATE)	7
新潮流 (Nb)	7
9月2日 (Nd_DATE)	7
折磨 (Na)	7
難忘 (VK)	7
驅動 (VC)	7
民族運動 (Nb)	7
經濟建設委員會 (Nb)	7
時報週刊 (Nb_ORGANIZATION)	7
母國 (Nc)	7
卑南 (Nc_LOCATION)	7
丙等 (Na)	7
進士 (Na)	7
濟南 (Nc_LOCATION)	7
痛定思痛 (VA)	7
郭建盟 (Nb_PERSON)	7
引人 (VH)	7
適切 (VH)	7
會務 (Na)	7
一般性 (Na)	7
第五十五 (Neu)	7
讓出 (VD)	7
周萬育 (Nb_PERSON)	7
游日正 (Nb_PERSON)	7
KTV (FW)	7
丟臉 (VH)	7
築起 (VC)	7
health (FW)	7
簡體字 (Na)	7
93.7萬 (Neu)	7
借款 (Na)	7
尋常 (VH)	7
顧大菊 (Nb_PERSON)	7
中秋節 (Nd_DATE)	7
剛好 (Da)	7
魯道 (Nb_PERSON)	7
馬蕭配 (Nb_PERSON)	7
委曲 (Na)	7
國貨 (Na)	7
圍剿 (VC)	7
岌岌可危 (VH)	7
第五十四 (Neu)	7
盲目 (VH)	7
腦袋 (Na)	7
孫子 (Na)	7
盡失 (VH)	7
張揚 (VC)	7
不定 (VH)	7
2007-12-06 (Neu)	7
表達出來 (VB)	7
錢權 (Nb_PERSON)	7
執迷不悟 (VH)	7
社論 (Na)	7
凝聚力 (Na)	7
放鬆 (VHC)	7
劉莉莉 (Nb_PERSON)	7
荷蘭 (Nc_LOCATION)	7
年阿扁 (Nb_PERSON)	7
有名 (VH)	7
慌亂 (VH)	7
認了 (VH)	7
最高點 (Na)	7
可否 (D)	7
林聖忠 (Nb_PERSON)	7
毒藥 (Na)	7
紀政 (Nb_PERSON)	7
汪傳浦 (Nb_PERSON)	7
狐假虎威 (VH)	7
楊進添 (Nb_PERSON)	7
歷史系 (Nc)	7
星期四 (Nd_DATE)	7
ongoing (FW)	7
established (FW)	7
長度 (Na)	7
封閉 (VC)	7
包裹 (VC)	7
9萬 (Neu)	7
批發 (VD)	7
毆傷 (VC)	7
臉色 (Na)	7
抓住 (VC)	7
郵寄 (VD)	7
2008-01-08 (Neu)	7
索 (Na)	7
擔子 (Nc_LOCATION)	7
鏡頭 (Na)	7
祝壽 (VB)	7
Law (FW)	7
房地 (Na)	7
紀念品 (Na)	7
貧乏 (VH)	7
兒戲 (Na)	7
花季 (Nd_DATE)	7
藍領 (Na)	7
錯事 (Na)	7
跤 (Na)	7
求援 (VB)	7
擠到 (VC)	7
國境 (Nc)	7
划船 (VA)	7
歇業 (VA)	7
塑膠 (Na)	7
連 (VJ)	7
反向 (VH)	7
原則性 (Na)	7
前方 (Ncd)	7
處事 (VA)	7
大大小小 (VH)	7
2011-08-19 (Neu)	7
六合彩 (Nb)	7
用去 (VC)	7
李明憲 (Nb_PERSON)	7
陳列 (VC)	7
會章 (Nb)	7
夥 (Na)	7
詹啟賢 (Nb_PERSON)	7
照明 (Na)	7
幼教 (Na)	7
監察員 (Nb)	7
陳菊接棒 (Nb_PERSON)	7
置之不理 (VI)	7
張茂楠 (Nb_PERSON)	7
諾 (FW)	7
pleasure (FW)	7
紅火 (VH)	7
王孝維 (Nb_PERSON)	7
甚而 (Cbb)	7
低劣 (VH)	7
相容 (VH)	7
胡扯 (VA)	7
停車 (VA)	7
台灣法 (Nc_LOCATION)	7
嶼 (Nb)	7
籠 (Na)	7
沽名釣譽 (VA)	7
空有 (VJ)	7
...... (SYMBOLSTRING)	7
element (FW)	7
增資 (VC)	7
金 (Nc_LOCATION)	7
襲 (Nf)	7
推說 (VE)	7
堡 (Na)	7
喝采 (Na)	7
拖下水 (VB)	7
區公所 (Nc)	7
2007-12-08 (Neu)	7
直屬 (VJ)	7
守分 (Nb)	7
強度 (Na)	7
催告 (Nb)	7
何 (Nb)	7
北海岸 (Nc)	7
藍本 (Na)	7
教養 (VC)	7
前鋒 (Na)	7
定論 (Na)	7
鳥松 (Na)	7
8.9 (Neu)	7
串供 (Nb)	7
掠奪 (VC)	7
除弊 (Nb)	7
5.1 (Neu)	7
辛亥 (Nd_DATE)	7
莫須 (Nb)	7
還不如 (Cbb)	7
儲備 (VC)	7
43億 (Neu)	7
英做總統 (Nb_PERSON)	7
始於 (VJ)	7
起家 (VA)	7
聊 (VE)	7
授意 (VF)	7
conference (FW)	7
冷凍 (VC)	7
連帶 (A)	7
KUSO (FW)	7
文化事業 (Nb)	7
2011-10-10 (Neu)	7
中藥 (Na)	7
城隍廟 (Nc)	7
本年度 (Nb)	7
呂芳煙 (Nb_PERSON)	7
學識 (Na)	7
工業港 (Nc)	7
剌 (Nb)	7
接觸到 (VC)	7
簡稱 (Na)	7
轉嫁 (VD)	7
槽 (Na)	7
左岸 (Nb_PERSON)	7
上車 (VA)	7
體要 (Nb)	7
哈佛 (Nb_ORGANIZATION)	7
材質 (Na)	7
小偷 (Na)	7
房租 (Na)	7
素 (D)	7
翻新 (VC)	7
登報 (VA)	7
注目 (VB)	7
巴掌 (Na)	7
受害人 (Na)	7
吳亮慶 (Nb_PERSON)	7
移植 (VC)	7
diversity (FW)	7
英勇 (VH)	7
自首 (VA)	7
58.8 (Neu)	7
YES (FW)	7
從優 (VH)	7
群體 (Na)	7
體育館 (Nc)	7
賽跑 (VA)	7
淨 (A)	7
6月12日 (Nd_DATE)	7
軟式 (A)	7
禮品 (Na)	7
陳慈陽 (Nb_PERSON)	7
不可能 (VH)	7
摘 (VC)	7
靖 (VH)	7
快活 (VH)	7
神社 (Nc)	7
放縱 (VJ)	7
三一四 (Neu)	7
堅定不移 (Nb)	7
州 (Nc)	7
連戰 (Nc_LOCATION)	7
自由權 (Na)	7
勇士 (Na)	7
遵從 (VC)	7
不眠不休 (VH)	7
留住 (VC)	7
當然 (VH)	7
缺陷 (Na)	7
清華 (Nb_ORGANIZATION)	7
證交稅 (Na)	7
213 (Neu)	7
連繫 (VC)	7
敬 (D)	7
私房錢 (Na)	7
南山人壽 (Nb_ORGANIZATION)	7
56.2 (Neu)	7
污蔑 (VC)	7
漏報 (VC)	7
侵吞 (VC)	7
等化 (VHC)	7
既已 (D)	7
定點 (Na)	7
吳晟 (Nb_PERSON)	7
燒 (Na)	7
正本 (Na)	7
向 (VJ)	7
罷 (T)	7
老店 (Nc)	7
出聲 (VA)	7
道賀 (VB)	7
慰勉 (VC)	7
陸權 (Nb_PERSON)	7
致勝 (VH)	7
海島 (Na)	7
走錯 (VA)	7
拿起 (VC)	7
房 (Na)	7
死活 (Na)	7
出版社 (Nc)	7
12月14日 (Nd_DATE)	7
劉金標 (Nb_PERSON)	7
託付給 (VD)	7
奪回 (VC)	7
錢進中國 (Nb_PERSON)	7
間諜 (Na)	7
麵 (Na)	7
治本 (VA)	7
交割 (VA)	7
哥斯大黎加 (Nc_LOCATION)	7
12月21日 (Nd_DATE)	7
蚵 (Nb)	7
清泉崗 (Nb)	7
第五十七 (Neu)	7
林耀文 (Nb_PERSON)	7
大師 (Na)	7
輔仁大學 (Nb_ORGANIZATION)	7
6月10日 (Nd_DATE)	7
斬 (VC)	7
積弊 (Na)	7
遙遙領先 (VH)	7
以至 (Cbb)	7
總教練 (Na)	7
黃玉振 (Nb_PERSON)	7
中華民族 (Nb)	7
盤整 (VC)	7
亞運 (Nb)	7
竹東 (Nc_LOCATION)	7
學會 (VC)	7
張五岳 (Nb_PERSON)	7
飆 (VA)	7
足足 (Da)	7
豪華 (VH)	7
境外 (Nb)	7
乳牛 (Na)	7
徵得 (VJ)	7
錢進大陸 (Nb_PERSON)	7
躬 (Na)	7
拱 (VC)	7
西螺大 (Nc_LOCATION)	7
荔枝 (Na)	7
時局 (Na)	7
敘述 (Na)	7
陣 (Nf)	7
茍 (FW)	7
56.6 (Neu)	7
黃秀端 (Nb_PERSON)	7
紅毛 (Na)	7
萊 (Nb)	7
離散 (VB)	7
個別 (D)	7
培植 (VC)	7
No (FW)	7
低廉 (VH)	7
2008年1月 (Nd_DATE)	7
鼓山 (Nc_LOCATION)	7
6.34 (Neu)	7
國史 (Na)	7
實在 (VH)	7
總和 (Na)	7
梅山 (Nc_LOCATION)	7
數國 (Nb)	7
金 (Nb_PERSON)	7
逍遙法外 (VH)	7
39.3 (Neu)	7
升起 (VA)	7
鄭光峰 (Nb_PERSON)	7
賀端蕃 (Nb_PERSON)	7
扎根 (VA)	7
林宛蓉 (Nb_PERSON)	7
輕描淡寫 (VA)	7
召喚 (VC)	7
乾乾淨淨 (VH)	7
竹崎 (Nc_LOCATION)	7
集結成 (VG)	7
範 (Nb)	7
three (FW)	7
put (FW)	7
緊湊 (VH)	7
管束 (VC)	7
大過 (Na)	7
宏 (Nb)	7
270 (Neu)	7
一帶 (Nc)	7
2004-03-05 (Neu)	7
楊錫安 (Nb_PERSON)	7
撫養 (VC)	7
十月一日 (Nd_DATE)	7
多半 (Neqa)	7
崙 (Nb)	7
林內 (Nb)	7
薦 (VC)	7
奇 (Dfa)	7
拉薩 (Nc_LOCATION)	7
choice (FW)	7
火災 (Na)	7
指指點點 (VA)	7
陳儀深 (Nb_PERSON)	7
九二五 (Neu)	7
二千萬 (Neu)	7
張金塗 (Nb_PERSON)	7
科長 (Na)	7
交差 (VB)	7
改編 (VC)	7
分支 (Na)	7
民脂民膏 (Na)	7
列 (Nf)	7
六億 (Neu)	7
架 (VC)	7
施加 (VC)	7
高職 (Nc)	7
鍾孔炤 (Nb_PERSON)	7
歌劇 (Na)	7
仙鄉 (Nb)	7
4月19日 (Nd_DATE)	7
移入 (VC)	7
售價 (Na)	7
休學 (VA)	7
制約 (VC)	7
要人 (Na)	7
過重 (VH)	7
發問 (VA)	7
響 (VH)	7
166 (Neu)	7
單身 (VH)	7
心酸 (VH)	7
揮霍 (VC)	7
800億 (Neu)	7
龍應台 (Nb_PERSON)	7
2009-12-22 (Neu)	7
李文良 (Nb_PERSON)	7
117 (Neu)	7
獎狀 (Na)	7
非本 (Nc_LOCATION)	7
學人 (Na)	7
一億七千萬 (Neu)	7
師父 (Na)	7
whether (FW)	7
too (FW)	7
陽 (Na)	7
let (FW)	7
公允 (VH)	7
六百億 (Neu)	7
F16C (FW)	7
無不 (D)	7
緊 (D)	7
9月3日 (Nd_DATE)	7
牠 (Nh)	7
殘忍 (VH)	7
differences (FW)	7
西門 (Nc)	7
張旭成 (Nb_PERSON)	7
缺憾 (Na)	7
國貿局 (Nb_ORGANIZATION)	7
竊取 (VC)	7
降級 (VB)	7
弟兄 (Na)	7
accept (FW)	7
董 (Nb)	7
擁護 (VC)	7
父子 (Na)	7
4.27 (Neu)	7
促請 (VF)	7
帶出 (VC)	7
寄出 (VC)	7
頒布 (VC)	7
11.5 (Neu)	7
話機 (Na)	7
守則 (Na)	7
年終獎金 (Nb)	7
苦心 (D)	7
豪奪 (VC)	7
身高 (Na)	7
2009-04-21 (Neu)	7
人才濟濟 (VH)	7
山寨 (Na)	7
開國 (VA)	7
飼養 (VC)	7
峇 (Nb)	7
樺 (Nb)	7
悄悄 (D)	7
反攻 (VC)	7
Vicky (FW)	7
喬治華盛頓 (Nb)	7
倡 (VE)	7
財物 (Na)	7
活用 (VC)	7
分子 (Na)	7
旗下 (Nc)	7
4月11日 (Nd_DATE)	7
損傷 (Na)	7
土庫 (Nc_LOCATION)	7
酬 (VC)	7
自信心 (Na)	7
死亡率 (Na)	7
輕重 (Na)	7
環節 (Na)	7
童振源 (Nb_PERSON)	7
現鈔 (Na)	7
2008年2月 (Nd_DATE)	7
兢兢業業 (VH)	7
翠 (VH)	7
24萬 (Neu)	7
嘉賓 (Na)	7
1852億 (Neu)	7
交易稅 (Nb)	7
南投市 (Nc_LOCATION)	7
非凡 (VH)	7
豁免權 (Nb)	7
消 (Na)	7
Pinky (FW)	7
機密文件 (Nb)	7
李邱己妹 (Nb_PERSON)	7
遞送 (VD)	7
豁免 (VC)	7
一概 (D)	7
服兵役 (VA)	7
菜籃 (Na)	7
泯滅 (VC)	7
事蹟 (Na)	7
一般 (Ng)	7
strive (FW)	7
獎品 (Na)	7
大關 (Na)	7
開源節流 (VA)	7
代罪羔羊 (Na)	7
命中 (VC)	7
擬具 (VC)	7
漁人 (Na)	7
人工 (Na)	7
牡丹 (Na)	7
連三 (Nb_PERSON)	7
筷 (Na)	7
自衛 (VA)	7
公教 (A)	7
大廈 (Na)	7
2008-12-22 (Neu)	7
傳染 (VD)	7
富里 (Nc_LOCATION)	7
2008-07-17 (Neu)	7
通令 (VE)	7
著作 (Na)	7
封閉 (VH)	7
無中生有 (VA)	7
推土機 (Na)	7
107億 (Neu)	7
日據時代 (Nb)	7
絕佳 (VH)	7
v (FW)	7
補助費 (Na)	7
宏觀 (A)	7
好用 (VH)	7
公產 (Na)	7
吃到 (VC)	7
喊價 (VA)	7
軍警 (Na)	7
小妹 (Na)	7
選舉區 (Nb)	7
周圍 (Nc)	7
天候 (Na)	7
凡事 (Na)	7
請來 (VC)	7
反動 (Na)	7
穿越 (VCL)	7
乾坤 (Na)	7
陳隆志 (Nb_PERSON)	7
1千億 (Neu)	7
principles (FW)	7
陳詩欣 (Nb_PERSON)	7
discussion (FW)	7
劃分為 (VG)	7
拍馬屁 (VA)	7
205 (Neu)	7
林燧生 (Nb_PERSON)	7
劉松藩 (Nb_PERSON)	7
事務官 (Na)	7
言及 (VC)	7
黨性 (Na)	7
空 (VH)	7
同化 (VC)	7
就地 (D)	7
特殊性 (Na)	7
下午一時 (Nd_TIME)	7
思索 (VE)	7
gender (FW)	7
不勝枚舉 (VH)	7
白熱化 (VHC)	7
巷戰 (Na)	7
引來 (VC)	7
倉 (Na)	7
牽起 (VC)	7
降幅 (Na)	7
中興 (VH)	7
means (FW)	7
漁場 (Nc)	7
伊拉克 (Nc_LOCATION)	7
存放 (VC)	7
紅衣 (Na)	7
記憶猶新 (VI)	7
